raw_message_id,message_type,parse_status,resolved_trader_id,source_chat_id,telegram_message_id,reply_to_message_id,message_ts,raw_text,warning_text,symbol,direction,entry_main,average_entry,stop_loss_price,take_profit_prices,entry_plan_type,entry_structure,has_averaging_plan,intents,actions,target_refs,reported_results,validation_warnings
65,INFO_ONLY,PARSED_WITH_WARNINGS,trader_a,3171748254,2969,,2026-03-05T12:28:49+00:00,"Привет, это админ!👋
Друзья, сегодня четверг, 5 марта и наш интрадей-марафон всё-таки состоится.🥳

По времени распределяемся так:

🕖 Старт: 19:00 (МСК)
🕙 Финиш: 22:00 (МСК)
Сегодня работаем без перерыва - три часа общения с рынком на интрадейском диалекте.
В качестве подготовки прошу выучить фразу: «Puedes decirme dónde está el stop loss?»😂

🔥Важно!🔥
Схема фиксации немного обновлена:
3 тейка - 50% / 40% / 10%.

🔥🔥Обязательно!🔥🔥
После каждого тейка необходимо трижды поклониться графику и прошептать:
«О великие боги ликвидности, примите эту комиссионную десятину от раба свечного». 😌

Если серьёзно - всё как обычно:
торгуем сетапы trader #A, соблюдаем риск и смотрим, что сегодня решит выдать рынок.🫣

Увидимся в 19:00.

Да пребудут ваши свечи длинными...в нужную сторону! 🙏

# админ",llm_unavailable,,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
68,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2964,,2026-03-05T09:34:34+00:00,"[trader #A]

#среднесрок
#SHIB1000USDT 🐂 Лонг (вход с текущих)

— Вход с текущих: 0.005633
— Усреднение: —

— SL: 0.004807 🛡(от A: -14.7%, от B: —)

— TP1: 0.005974 🎯 (от A: +6.1%, от B: —)
— TP2: 0.007171 🎯 (от A: +27.3%, от B: —)
— TP3: 0.007955 🎯 (от A: +41.2%, от B: —)",llm_unavailable,SHIB1000USDT,LONG,0.005633,0.005633,0.004807,"[0.005974, 0.007171, 0.007955]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
69,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2963,,2026-03-05T09:23:29+00:00,"[trader #A]

#среднесрок
#xrpusdt 🐂 Лонг (вход с текущих)

— Вход с текущих: 1.4247
— Усреднение: 1.3936

— SL: 1.3117 🛡(от A: -7.9%, от B: -5.9%)

— TP1: 1.5666 🎯 (от A: +10.0%, от B: +12.4%)
— TP2: 1.7007 🎯 (от A: +19.4%, от B: +22.0%)
— TP3: 1.8836 🎯 (от A: +32.2%, от B: +35.2%)

Вход не более 1–1.5% от депозита",llm_unavailable,XRPUSDT,LONG,1.4247,1.3936,1.3117,"[1.5666, 1.7007, 1.8836]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
70,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2962,,2026-03-05T09:21:48+00:00,"[trader #A] 

#среднесрок
#WIFUSDT 🐂 Лонг (вход с текущих)

Вход (2-фазный):
— Вход с текущих: 0.2176
— Усреднение: 0.2109

Стоп:
— SL: 0.1986 🛡(от A: -8.7%, от B: -5.8%)

Тейки (среднесрок, 3 цели):
— TP1: 0.2329 🎯 (от A: +7.0%, от B: +10.4%)
— TP2: 0.2466 🎯 (от A: +13.3%, от B: +16.9%)
— TP3: 0.2624 🎯 (от A: +20.6%, от B: +24.4%)",llm_unavailable,WIFUSDT,LONG,0.2176,0.2109,0.1986,"[0.2329, 0.2466, 0.2624]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
74,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2955,,2026-03-04T20:03:32+00:00,"[trader #A]

#интрадей
#VANRYUSDT 🐂 Лонг (вход лимиткой) 

Вход (2-фазный):
— Вход лимиткой: 0,005111
— Усреднение: нет

Стоп:
— SL: 0,004925 🛡(от A: -3,6%)

Тейки (интрадей, 3 цели):
— TP1: 0,005200 🎯 (от A: +1,7%)
— TP2: 0,005433 🎯 (от A: +6,3%)
— TP3: 0,005972 🎯 (от A: +16,8%)",llm_unavailable,VANRYUSDT,LONG,0.005111,0.005111,0.004925,"[0.0052, 0.005433, 0.005972]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
77,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2950,,2026-03-04T17:06:41+00:00,"[trader #A]

#интрадей
#MNTUSDT 🐂 Лонг (вход лимиткой)

Вход (2-фазный):
— Вход лимиткой: 0,7058
— Усреднение: нет

Стоп:
— SL: 0,6969 🛡(от A: -1,3%)

Тейки (интрадей, 3 цели):
— TP1: 0,7110 🎯 (от A: +0,7%)
— TP2: 0,7185 🎯 (от A: +1,8%)
— TP3: 0,7240 🎯 (от A: +2,6%)",llm_unavailable,MNTUSDT,LONG,0.7058,0.7058,0.6969,"[0.711, 0.7185, 0.724]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
83,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2944,,2026-03-04T14:49:09+00:00,"Trader #A 

#среднесрок
#BTCUSDT 🐻 Шорт (вход с текущих)

Вход (2-фазный):
— Вход с текущих: 71 063.60
— Усреднение: —

Стоп:
— SL: 75 059.80 🛡(от A: -5.62%, от B: —)

Тейки (среднесрок, 3 цели):
— TP1: 67 452.20 🎯 (от A: +5.08%, от B: —)
— TP2: 63 543.10 🎯 (от A: +10.58%, от B: —)
— TP3: 59 897.40 🎯 (от A: +15.71%, от B: —)

Вход не более 1-2% от депозита",llm_unavailable,BTCUSDT,SHORT,71063.6,71063.6,75.0,"[67.0, 63.0, 59.0]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
95,INFO_ONLY,PARSED_WITH_WARNINGS,trader_a,3171748254,2931,,2026-03-04T11:59:56+00:00,"Привет, это админ!👋

Прошла неделя, сегодня уже среда - а значит по расписанию должен был быть наш интрадей-марафон.
Но сегодня марафон не проводим - по техническим причинам. 🛠

Просто вчера у trader #A был день ног. 🍗😂
А после такого дня, как известно, и ноги не бегут и врут календариии... 📆🤔

Но не переживайте:
марафоны мы не отменяем, просто перенесём на другой день.

При этом все обычные сигналы продолжают выходить в штатном режиме.
В том числе и от trader #A - он по-прежнему на посту, просто  сегодня без забегов, исключительно ""диванные"" сетапы. 🛋😉

О новой дате марафона сообщу заранее. 👌

#админ",llm_unavailable,,,,,,[],,,,[],[],[],[],"[""llm_unavailable""]"
96,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2930,,2026-03-04T11:35:28+00:00,"[trader #A]

#интрадей
#CHZUSDT 🐂 Лонг (вход лимиткой)

Вход (2-фазный):
— Вход лимиткой: 0,03660
— Усреднение: нет

Стоп:
— SL: 0,03495 🛡(от A: -4,5%)

Тейки (интрадей, 3 цели):
— TP1: 0,03728 🎯 (от A: +1,9%)
— TP2: 0,03993 🎯 (от A: +9,1%)
— TP3: 0,04043 🎯 (от A: +10,5%)",llm_unavailable,CHZUSDT,LONG,0.0366,0.0366,0.03495,"[0.03728, 0.03993, 0.04043]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
103,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,2923,,2026-03-04T09:31:01+00:00,"Trader #A 

PYTH тоже стоп в бу",trader_a_ambiguous_update_without_target; llm_unavailable,PYTH,,,,,[],,,,"[""U_MOVE_STOP_TO_BE"", ""U_MOVE_STOP""]","[""ACT_MOVE_STOP_LOSS""]",[],[],"[""trader_a_ambiguous_update_without_target"", ""llm_unavailable""]"
104,UNCLASSIFIED,PARSED_WITH_WARNINGS,trader_a,3171748254,2922,,2026-03-04T09:30:15+00:00,"Trader #A 

WOO и ATP стопы в бу",trader_a_ambiguous_update_without_target; llm_unavailable,WOO,,,,,[],,,,"[""U_MOVE_STOP_TO_BE"", ""U_MOVE_STOP""]","[""ACT_MOVE_STOP_LOSS""]",[],[],"[""trader_a_ambiguous_update_without_target"", ""llm_unavailable""]"
110,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2916,,2026-03-04T08:33:37+00:00,"[trader #A]

#интрадей
#SKLUSDT 🐂 Лонг (вход лимиткой)

Вход (2-фазный):
— Вход лимиткой: 0,006600
— Усреднение: нет

Стоп:
— SL: 0,006472 🛡(от A: -1,9%)

Тейки (интрадей, 3 цели):
— TP1: 0,006690 🎯 (от A: +1,4%)
— TP2: 0,006780 🎯 (от A: +2,7%)
— TP3: 0,006860 🎯 (от A: +3,9%)

Вход не более 0.5% от депозита",llm_unavailable,SKLUSDT,LONG,0.0066,0.0066,0.006472,"[0.00669, 0.00678, 0.00686]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
111,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2914,,2026-03-04T07:35:20+00:00,"[trader #A]

#интрадей
#APTUSDT 🐂 Лонг (вход с текущих)

Вход (2-фазный):
— Вход лимиткой: 0,9961
— Усреднение: нет

Стоп:
— SL: 0,9780 🛡(от A: -2,1%)

Тейки (интрадей, 3 цели):
— TP1: 1,0130 🎯 (от A: +1,4%)
— TP2: 1,0290 🎯 (от A: +3,0%)
— TP3: 1,0410 🎯 (от A: +4,2%)

Вход не более 1% от депозита",llm_unavailable,APTUSDT,LONG,0.9961,0.9961,0.978,"[1.013, 1.029, 1.041]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
112,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2913,,2026-03-04T07:11:31+00:00,"[trader #A] 

#интрадей
#SUPERUSDT 🐻 Шорт (вход лимиткой)

Вход (2-фазный):
— Вход лимиткой: 0,11700
— Усреднение: нет

Стоп:
— SL: 0,11850 🛡(от A: -1,3%)

Тейки (интрадей, 3 цели):
— TP1: 0,11600 🎯 (от A: +0,9%)
— TP2: 0,11476 🎯 (от A: +1,9%)
— TP3: 0,11348 🎯 (от A: +3,0%)

Вход не более 1% от депозита",llm_unavailable,SUPERUSDT,SHORT,0.117,0.117,0.1185,"[0.116, 0.11476, 0.11348]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
128,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2892,,2026-03-03T12:22:35+00:00,"[trader #A]

#интрадей
#NEARUSDT 🐻 Шорт (вход лимиткой) 

Вход (2-фазный):
— Вход лимиткой: 1,3525
— Усреднение: нет

Стоп:
— SL: 1,3953 🛡(от A: -3,2%)

Тейки (интрадей, 3 цели):
— TP1: 1,3290 🎯 (от A: +1,7%)
— TP2: 1,2926 🎯 (от A: +4,4%)
— TP3: 1,2670 🎯 (от A: +6,3%)",llm_unavailable,NEARUSDT,SHORT,1.3525,1.3525,1.3953,"[1.329, 1.2926, 1.267]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
132,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2884,,2026-03-02T18:57:24+00:00,"[trader #A]

#среднесрок
#SOLUSDT 🐻 Шорт (вход с текущих)

— Вход с текущих: 87.27
— Усреднение: 89.92

— SL: 96.11 🛡(от A: -10.13%, от B: -6.88%)

— TP1: 77.06 🎯 (от A: +11.70%, от B: +14.30%)
— TP2: 74.81 🎯 (от A: +14.28%, от B: +16.80%)
— TP3: 68.71 🎯 (от A: +21.26%, от B: +23.59%)

Вход не более 1-2% от депозита",llm_unavailable,SOLUSDT,SHORT,87.27,89.92,96.11,"[77.06, 74.81, 68.71]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
134,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2881,,2026-03-02T18:00:34+00:00,"[trader #A]

#интрадей
#WOOUSDT 🐂 Лонг (вход лимиткой) 

Вход (2-фазный):
— Вход лимиткой: 0,017707
— Усреднение: нет

Стоп:
— SL: 0,016439 🛡(от A: -7,2%)

Тейки (интрадей, 3 цели):
— TP1: 0,018537 🎯 (от A: +4,7%)
— TP2: 0,019500 🎯 (от A: +10,1%)
— TP3: 0,020300 🎯 (от A: +14,6%)",llm_unavailable,WOOUSDT,LONG,0.017707,0.017707,0.016439,"[0.018537, 0.0195, 0.0203]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
135,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2880,,2026-03-02T17:37:44+00:00,"[trader #A]

#интрадей
#TUSDT 🐂 Лонг (вход лимиткой)

Вход (2-фазный):
— Вход лимиткой: 0,006717
— Усреднение: нет

Стоп:
— SL: 0,006568 🛡(от A: -2,2%)

Тейки (интрадей, 3 цели):
— TP1: 0,006885 🎯 (от A: +2,5%)
— TP2: 0,007013 🎯 (от A: +4,4%)
— TP3: 0,007312 🎯 (от A: +8,9%)

Вход не более 1% от депозита",llm_unavailable,TUSDT,LONG,0.006717,0.006717,0.006568,"[0.006885, 0.007013, 0.007312]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
149,NEW_SIGNAL,PARSED_WITH_WARNINGS,trader_a,3171748254,2862,,2026-03-02T11:33:34+00:00,"[trader #A]

#интрадей
#STGUSDT 🐂 Лонг (вход лимиткой)

Вход (2-фазный):
— Вход лимиткой: 0,16335
— Усреднение: нет

Стоп:
— SL: 0,15999 🛡(от A: -2,1%)

Тейки (интрадей, 3 цели):
— TP1: 0,16590 🎯 (от A: +1,6%)
— TP2: 0,16810 🎯 (от A: +2,9%)
— TP3: 0,17050 🎯 (от A: +4,4%)

Вход не более 1% от депозита",llm_unavailable,STGUSDT,LONG,0.16335,0.16335,0.15999,"[0.1659, 0.1681, 0.1705]",,,,"[""NS_CREATE_SIGNAL""]",[],[],[],"[""llm_unavailable""]"
